"tractid","year","totalpop","households","pcthhchild","pctind_finance","pctind_professional","pctocc_profmanage","pctcollege","pctinc_0_10K","pctinc_10K_15K","pctinc_15K_20K","pctinc_20K_25K","pctinc_25K_30K","pctinc_30K_35K","pctinc_35K_40K","pctinc_40K_45K","pctinc_45K_50K","pctinc_50K_60K","pctinc_60K_75K","pctinc_75K_100K","pctinc_100K_125K","pctinc_125K_150K","pctinc_150K_more","medhhincome","pctpoverty","pctpublicassist","units","pctown","pctrent","pctvacant","medianvalue","pctrent_0_300","pctrent_300_600","medianrent","pctincomerent_30_more","medianpctincomerent","pctinc_mortgage_30_more","pctinc_nomortgage_30_more","pctsameres","pctrent_600_800","pctrent_800_1000","pctrent_1000_1250","pctrent_1250_1500","pctrent_1500_2000","pctrent_2000_more","pctunits_newres","pctrent_600_750","pctrent_750_1000","pctrent_1000_more","pctind_info","pctunits_newres_2010","pctunits_newres_2000"
25025092400,1990,5619,1865,42.39,14.52,31.49,14.38,9.92,17.53,9.74,8.02,3.6,6.51,4.63,4.74,4.35,5.01,8.55,8.66,6.46,6.78,3.39,1.99,34885,36.34,27.06,2088,22.04,77.96,10.68,356476,21.39,20.5,711,36.79,26.700001,29.25,0,60.2,,,,,,,50.83,8.6,14.51,34.18,,,
25025100100,1990,4648,1463,40.6,9.84,33.51,19.81,5.91,18.8,9.639999,8.56,3.57,3.1,6,3.44,4.11,3.64,7.55,6.6,9.1,8.15,3.23,4.58,35400,32.82,31.13,1597,21.46,78.54,8.39,231888,18.1,17.93,882,39.86,27,27.27,0,54.2,,,,,,,54.48,8.62,14.45,40.38,,,
25025100200,1990,2719,792,39.36,13.41,33.16,17.53,9.58,22.96,6.79,6.55,5.68,6.29,7.78,6.79,3.21,1.97,6.42,4.07,7.78,6.42,5.8,1.85,31432,42.83,30,921,36.53,63.47,10.53,240087,9.56,9.94,1169,61.76,35.099998,31.31,0,54.78,,,,,,,59.22,5.35,8.99,65.58,,,
25025100300,1990,3631,1050,42.32,10.61,31.97,19.21,12.9,8.08,6.73,6.15,3.47,4.04,5.87,4.14,5.67,2.98,2.02,9.04,18.37,9.81,7.21,6.44,61863,19.55,18.46,1103,43.22,56.78,7.71,229570,3.46,5.36,1282,65.75,35.099998,44.12,8.82,62.55,,,,,,,41.95,6.4,10.73,70.24,,,
25025100400,1990,5259,1677,37.59,13.55,39.1,24.27,20,5.06,2.52,2.76,3.64,3.59,4,4.82,3.94,5.64,6.93,12.1,16.8,11.34,7.4,9.4,69500,10.76,14.16,1784,44.36,55.64,6,272348,8.15,8.36,1349,45.66,28.700001,31.6,1.53,62.92,,,,,,,50.63,4.61,7.61,70.1,,,
25025100500,1990,6171,2004,37.72,8.93,36.18,22.44,19.45,9.42,6.14,5.7,3.27,1.68,2.23,1.93,2.97,3.81,14.18,10.91,16.06,6.99,5.75,8.87,58850,19.84,20.03,2224,33.03,66.97,9.89,257554,7.45,8.35,1269,53.95,32.400002,17.06,4.76,51.19,,,,,,,55.99,5.74,9.61,68.41,,,
25025100601,1990,5205,1974,33.85,10.87,26.02,22.33,20.11,4.91,3.65,3.49,3.01,4.39,5.02,3.22,5.02,4.75,11.46,8.5,17.42,12.46,5.33,7.39,61580,7.24,5.54,2118,45.93,54.07,7.7,261653,1.89,5.11,1246,38.22,26.299999,8.43,14.53,58.42,,,,,,,48.29,8.51,14.29,69.35,,,
25025100602,1990,2007,698,27.03,11.38,32.02,28.2,13.81,5.97,5.29,5.02,4.21,4.48,5.02,4.48,4.2,3.66,5.97,11.4,19.81,11.4,3.26,5.83,62085,9.43,12.35,783,38.49,61.51,8.43,261653,2.04,6.35,1118,45.81,28.700001,7.94,3.17,54.16,,,,,,,46.02,10.88,18.37,62.36,,,
25025100700,1990,4651,1879,32.4,14.09,22.97,29.81,19.63,6.86,5.68,5.73,5.15,2.95,2.35,3.59,2.63,4.07,7.02,9.16,14.52,12.27,6.91,11.09,65675,7.63,4.02,1957,53.81,46.19,3.99,277338,12.67,13.48,1014,40.55,27.700001,11.72,2.59,67.29,,,,,,,38.69,8.18,13.71,50.35,,,
25025100800,1990,5275,2268,28.4,14.75,36.11,33.87,24.04,3.05,5.85,5.63,4.75,3.62,2.84,3.58,6.06,6.63,7.11,11.91,17.01,8.85,4.49,8.55,61705,8.14,9.77,2394,43.03,56.97,5.26,282329,10.91,12.54,1032,39.94,27.299999,17.13,5.34,55.1,,,,,,,45.64,9.21,15.48,50.54,,,
25025100900,1990,4097,1453,30.78,11.86,40.65,27.29,22.9,5.25,3.34,3.27,2.73,2.32,3.47,7.09,7.16,4.02,5.32,11.18,15.13,8.66,6.68,14.52,69534,7.22,5.25,1584,54.92,45.08,8.27,259336,1.37,4.89,1203,39.24,26.5,18.14,5.57,58.69,,,,,,,40.88,9.01,14.96,67.33,,,
25025101001,1990,6051,2041,35.89,16.25,35.03,23.37,14.07,8.04,3.05,2.96,3.15,3.78,2.27,3.2,4.12,4.07,7.46,15.7,22.24,7.7,5.47,6.64,66551,12.88,11.29,2162,44.98,55.02,5.6,247751,2.58,5.34,1230,40.6,28.4,36.31,0,62.62,,,,,,,42.68,7.75,12.91,71.5,,,
25025101002,1990,5412,1786,37.07,11.85,34.19,19.64,11.32,8.89,4.37,4.03,2.41,2.57,4.64,5.7,5.87,4.59,8,14.15,13.37,9.84,4.81,6.77,58923,18.9,15.04,1891,38.19,61.81,5.55,246325,9.78,10.78,1110,41.76,27.6,29.86,0,61.59,,,,,,,40.99,7.25,12.14,58.7,,,
25025101101,1990,3270,972,39.39,8.37,39.86,18.16,12.22,14.04,6.29,5.11,2.06,6.09,6.98,4.13,3.24,1.17,4.82,9.23,12.38,9.04,7.66,7.86,53298,28.33,23.48,1095,33.7,66.3,8.13,285715,6.75,6.9,1451,51.43,34,19,8,63.37,,,,,,,49.6,3.75,6.3,75.71,,,
25025101102,1990,4852,1473,41.49,7.34,41.61,15.14,9.63,9.52,4.61,4.47,3.48,3.48,5.96,5.96,3.48,4.89,5.75,12.28,12.7,12.28,7.38,3.9,57232,24.39,24.13,1602,29.53,70.47,10.17,284646,3.65,5.23,1315,43.29,28.1,40.48,0,55.68,,,,,,,55.17,5.62,9.37,74.75,,,
25025110101,1990,408,22,7.56,0,50,0,4.7,65.39,0,0,0,0,0,0,0,0,0,0,23.08,11.54,0,0,9392,66.34,0,19,47.37,52.63,0,0,0,0,1784,0,0,,,41.22,,,,,,,52.63,0,0,100,,,
25025110102,1990,5717,1931,30.8,10.49,38.07,30.37,26.17,5.55,7.63,6.69,3.53,4.62,6.64,5.92,2.7,3.22,8.46,8.52,17.71,7.32,3.69,7.79,53723,21.67,15.47,2094,30.35,69.65,7.64,276091,13.07,13.44,1069,40.61,27.6,7.21,18.27,44.37,,,,,,,50.72,7.42,12.4,53.23,,,
25025110200,1990,1907,773,29.74,14.55,30.93,24.77,10.23,8.41,6.91,6.37,5.83,8.809999,7.72,5.01,2.58,3.52,7.73,11.25,11.65,9.35,1.9,2.98,41977,15.31,9.35,813,35.01,64.99,4.8,224223,8.15,11.53,1028,52.89,31.299999,26.28,21.9,57.49,,,,,,,46.51,11.73,19.68,48.71,,,
25025110300,1990,2103,812,31.57,14.61,35.15,40.13,28.67,1.44,4.2,3.48,0.96,0.6,0.48,1.92,4.56,4.08,8.4,13.93,24.85,8.64,7.32,15.25,78651,5.74,10.56,876,63.75,36.25,7.42,280725,1.36,3.74,1330,25.85,23.799999,25.35,0,61.22,,,,,,,47.23,6.12,10.54,71.09,,,
25025110401,1990,3560,1234,37.02,7.56,38.17,23.17,17.21,5.58,3.9,3.58,3.9,5.82,4.14,4.22,3.03,5.5,8.45,12.91,13.07,12.91,6.69,6.45,62994,11.66,10.28,1310,46.76,53.24,5.8,257197,3.65,6.24,1166,45.05,28.9,5.62,7.87,53.53,,,,,,,48.38,8.07,13.39,65.75,,,
25025110402,1990,4148,1588,36.26,10,27.75,29.52,23.2,1.67,6.05,5.79,4.12,2.45,2.26,2.44,4.24,4.31,7.85,13.13,14.61,10.81,6.82,13.38,71031,5.91,8.17,1691,61.21,38.79,6.09,270922,12.01,12.34,1159,38.31,24.4,12.04,8.08,70.6,,,,,,,39.61,6.49,10.88,58.28,,,
25025110501,1990,3409,1266,29.95,7.7,35.27,39.57,37.6,5.37,4.12,3.81,2.65,2.57,1.79,2.34,1.95,2.18,4.67,10.98,12.46,17.99,10.75,16.43,88533,6.1,3.89,1348,60.43,39.57,6.08,296944,1.8,4.59,1262,36.92,23,5.9,13.33,69.86,,,,,,,39.18,7.39,12.38,71.86,,,
25025110502,1990,3783,1520,28.71,10.02,29.96,28.13,22.17,6.61,4.41,4.15,4.21,5.9,3.75,3.12,4.35,5.19,12.12,7.58,16.33,9.72,5.06,7.52,57296,10.42,8.88,1616,47.83,52.17,5.94,273595,6.81,7.94,1262,33.17,24.200001,27.61,2.25,57.28,,,,,,,48.68,5.8,9.84,67.34,,,
25025110601,1990,2467,921,25.64,8.54,39.22,50.77,44.47,4.76,2.28,2.18,2.17,3.31,2.9,1.14,2.8,3.62,4.76,9.22,12.23,12.23,12.54,23.73,95665,4.11,5.91,1008,92.3,7.7,3.37,336513,6.67,8,1123,12,14.7,16.03,7.55,73.52,,,,,,,24.03,6.67,12,65.33,,,
25025110602,1990,5683,1973,23.64,6.74,40.93,39.18,32.28,3.45,4.24,4.24,3.55,2.36,2.71,3.15,2.9,4.04,8.48,13.06,14.98,13.01,7.89,11.98,71736,6.32,2.27,2046,49.69,50.31,6.16,295162,0.72,3.62,1253,35.92,24.9,11.45,8.97,53.83,,,,,,,47.92,7.14,12.11,72.46,,,
25025120100,1990,6659,2630,20.29,9.45,48.93,52.41,55.37,3.99,2.82,2.52,1.94,3.27,2.66,1.79,2.9,3.61,7.23,8.41,13.39,11.87,9.32,24.28,91685,12.49,3.31,2734,56.31,43.69,3.8,416899,6.79,8.27,1249,28.98,22.4,10.79,9.35,56.3,,,,,,,48.18,6.79,11.4,64.4,,,
25025120200,1990,3883,1635,27.07,7.03,35.19,36.1,34.25,3.6,5.71,5.9,5.58,4.78,6.2,5.71,4.91,3.72,11.61,13.83,12.66,7.01,5.71,3.1,53697,15.44,7.38,1746,26.3,73.7,6.36,251672,5.56,8.46,1112,44.31,28.700001,9.26,14.81,44.7,,,,,,,62.87,9.71,16.27,59,,,
25025120300,1990,5225,1580,34.76,6.47,42.94,27.28,25.11,4.31,7.98,7.42,4.67,3.55,3.93,4.74,5.62,3.87,7.61,9.61,17.78,9.3,3.12,6.61,55844,26.72,22.08,1745,32.66,67.34,9.46,295340,10.06,11.37,1087,43.05,27.700001,15.71,6.43,52.9,,,,,,,57.98,8.18,13.63,53.76,,,
25025120400,1990,5693,2490,16.99,6.1,50.55,54.32,52.1,4.22,5.34,5.38,4.66,3.91,4.5,3.51,3.27,3.11,8.37,8.89,14.79,10.05,7.66,12.4,65917,9.78,8.61,2605,36.59,63.41,4.41,331701,6.74,8.97,1169,45.1,28.4,22.36,3.42,39.41,,,,,,,57.51,8.52,14.25,60.5,,,
25025120500,1990,2543,707,40.57,3.43,32.5,11.02,8.84,5.89,8.41,7.23,3.39,5.02,6.93,7.22,7.22,2.95,9.59,7.96,11.8,8.85,1.62,5.75,44033,28.53,23.75,779,20.45,79.55,7.7,334196,2.8,4.37,1376,67.13,35.099998,0,57.89,47.86,,,,,,,50.77,5.07,8.57,79.2,,,
25025120600,1990,2461,1000,25.83,6.08,42.52,37.71,40.19,5.64,2.06,2.98,5.03,2.78,2.87,2.26,4.11,4.82,10.89,14.07,14.07,12.83,7.29,8.42,67319,12.63,5.75,1073,32.77,67.23,6.15,376617,2.66,6.06,1282,37.82,26.299999,26.92,26.92,45.94,,,,,,,57.49,9.31,15.66,65.58,,,
25025120700,1990,2156,917,20.2,7.79,42.52,40.66,43.69,3.82,1.7,2.02,3.07,3.17,3.81,4.13,3.6,1.49,14.19,18.01,14.19,9.75,7.52,9.43,67975,13.39,4.34,998,46.1,53.9,10.02,254346,2.27,3.51,1438,42.15,28.200001,29.41,0,44.11,,,,,,,47.1,3.93,6.61,80.99,,,
25025130100,1990,5977,2542,23.79,7.96,45.07,51.18,43.82,3.18,1.66,1.82,2.26,3.77,5.99,3.81,2.5,2.62,8.96,10.27,16.1,10.59,8.8,17.68,79887,3.37,2.02,2717,66.8,33.2,6.44,309065,0,2.61,1442,40.29,27.799999,7.65,4.7,62.23,,,,,,,42.33,6.16,10.31,79.98,,,
25025130200,1990,4938,1854,31.43,10.62,36.27,41.42,41.86,2.15,2.32,2.54,2.53,1.61,3.02,3.5,2.75,2.8,5.39,12.51,15.15,11.91,8.95,22.86,87864,2.49,3.83,1920,70.66,29.34,3.44,328314,1.29,3.31,1351,32.54,22.200001,13.64,11.08,71.53,,,,,,,34.19,5.7,9.56,77.76,,,
25025130300,1990,4647,1729,34.78,11.68,39.68,50.42,44.31,4.21,3.98,3.51,1.7,1.52,1.23,1.99,1.81,1.17,4.27,10.99,13.38,13.15,10.4,26.65,100061,4.11,4.73,1783,75.88,24.12,3.03,353268,1.92,3.84,1328,25.42,22.6,7.8,7.71,71,,,,,,,31.35,5.76,9.59,76.74,,,
25025130401,1990,6774,3237,22.78,7.64,29.7,33.53,24.73,6.59,6.46,6.06,4.56,5.02,4.8,4.06,5.39,4.25,7.97,12.43,12.31,7.79,5.2,7.11,54476,6.54,7.66,3333,34.51,65.49,2.88,297479,9.95,14.34,843,38.82,26.9,15.75,6.88,61.32,,,,,,,44.73,15.24,25.52,33.96,,,
25025130402,1990,4903,2122,30.27,8.65,28.07,27.18,25.85,5.25,4.16,3.69,1.75,2.22,4.21,4.77,4.12,3.5,8.28,11.25,18.39,12.25,6.48,9.83,70327,8.18,6.71,2234,66.07,33.93,5.01,294627,7.06,8.05,1237,42.8,26.700001,18.44,2.37,63.87,,,,,,,42.27,6.07,10.03,64.41,,,
25025140101,1990,8037,3107,37.29,11.58,32.27,24.91,18.59,4.64,6.58,6.09,3.71,3.42,4.68,3.61,3.39,4.09,7.13,14.61,14.29,10.87,4.81,8.06,63244,7.73,10.58,3208,49.53,50.47,3.15,263436,14.73,17.09,884,25.77,23,16.2,3.22,62.29,,,,,,,39.81,12.82,21.49,33.16,,,
25025140102,1990,4030,1482,33.47,7.39,25.84,28.56,21.25,3.02,5.43,4.63,3.09,3.89,2.61,4.97,4.97,2.21,7.11,13.36,15.97,11.07,7.25,10.4,67747,6,4.43,1548,65.65,34.35,4.26,268783,1.38,4.72,1157,48.14,32.200001,26.3,3.63,56.74,,,,,,,43.86,8.64,14.54,59.72,,,
25025140200,1990,7447,2876,30.31,7.28,28.85,26.55,22.27,7.01,3.77,4.29,5.16,3.07,3.49,3.66,3.49,3.66,7.39,11.57,14.67,10.28,8.47,10.04,68005,7.37,3.97,2991,53.55,46.45,3.84,274130,4.87,8.08,1128,38.92,24.299999,12.72,9.38,67.33,,,,,,,40.16,9.96,16.77,58.16,,,
25025140300,1990,5407,2147,33.4,10.21,32.03,25.21,17.85,9.23,6.97,6.5,4.71,4.76,4.99,3.73,4.24,5.14,7.82,8.34,14.23,9.42,4.57,5.32,49672,11.67,9.19,2250,42.34,57.66,4.58,265396,14.38,15.02,964,50.32,31.1,29.56,0,63.93,,,,,,,42.67,8.72,14.62,44.43,,,
25025140400,1990,7723,2637,35.83,9.06,39.13,21.24,16.14,3.96,3.26,2.68,1.05,2.87,4.19,5.28,4.93,2.71,8.16,9.36,20.27,14.64,9.36,7.26,76720,5.35,6.37,2810,61.66,38.34,6.16,250068,7.52,9.3,1169,51.63,30.700001,20.45,0.72,65.89,,,,,,,40.51,7.91,13.25,61.92,,,
25025150100,1990,1282,0,0,0,36.84,19.74,2.8,,,,,,,,,,,,,,,,0,78.97,,0,,,,0,,,0,,0,,,5.98,,,,,,,,,,,,,
25025160100,1990,6036,1837,37.29,5.34,21.03,17.36,9.05,9.33,5.53,5.53,4.93,4.61,3.9,2,3.52,5.37,12.9,10.84,13.93,9.65,4.28,3.85,53599,22.78,24.88,2021,29.12,70.88,9.1,201587,7.6,8.53,1249,50,30.6,45.16,0,39.86,,,,,,,64.62,5.99,10.06,65.9,,,
25025160200,1990,3823,1308,33.69,4.87,23.64,16.01,12.62,7.51,12.94,11.33,4.9,3.22,4.13,4.82,5.13,7.42,9.8,12.1,9.19,3.52,1.15,2.83,41160,32.78,21.67,1475,15.75,84.25,11.32,260762,11.71,12.07,1123,50.73,31,43.08,7.69,37.14,,,,,,,62.53,6.72,11.25,58.35,,,
25025160300,1990,1114,692,4.76,18.82,26.45,43.03,40.71,9.43,11.33,9.71,4.59,6.07,4.58,1.21,0.54,2.15,3.23,5.26,10.24,6.47,5.12,20.22,50725,12.55,8.89,779,31.77,68.23,7.06,375904,27.94,23.48,528,41.5,28.4,25.47,0,17.46,,,,,,,77.49,3.64,6.07,37.85,,,
25025160400,1990,2828,962,35.41,5.12,17.06,9.67,7.45,8.56,11.78,10.39,8.35,10.82,3.75,3.54,3.64,5.89,7.39,5.46,9.1,4.82,3.85,2.89,30314,36,36.94,1018,15.05,84.95,8.64,201587,12.33,13.21,1061,52.86,32.299999,38.71,0,44.02,,,,,,,57.53,8.13,13.72,51.97,,,
25025160500,1990,7754,3046,33.14,5.28,20.38,16.45,6.82,9.28,10.8,9.780001,4.99,3.27,4.46,4.49,4.55,3.64,7.4,8.75,12.05,7.66,4.43,4.46,43180,24.85,22.79,3352,28.37,71.63,9.13,227075,13.38,14.39,998,46.33,29,29.02,2.87,52.52,,,,,,,52.88,9.07,15.22,46.84,,,
25025160600,1990,6870,2706,29.65,5.55,26.45,25.23,14.24,6.33,9.21,9.25,6.92,2.25,3.52,3.82,2.92,3.67,7.3,10.15,18.01,7.08,4.83,4.79,52552,16.25,12.09,2929,36.56,63.44,7.55,258089,12.92,13.97,1023,38.3,27.4,16.44,6.08,54.88,,,,,,,47.6,8.85,14.9,47.85,,,
25025160700,1990,285,2,0,,,,16.27,,,,,,,,,,,,,,,,0,,,0,,,,0,,,0,,0,,,11.51,,,,,,,,,,,,,
25025170100,1990,6165,2384,32.36,9.86,22.4,22.69,10.98,6.79,4.88,4.62,3.3,2.8,4.11,4.24,3.9,3.05,5.85,10.35,18.07,12.52,6.41,9.08,68604,7.58,8.95,2541,64.14,35.86,6.18,276269,1.4,5.15,1164,48.54,30.299999,22.04,10.72,72.26,,,,,,,33.09,9.36,15.79,66.67,,,
25025170200,1990,4262,1623,34.26,9.58,18.91,20.16,9.07,8.98,5.08,5.01,4.4,4.27,3.84,3.65,4.15,4.39,9.66,10.65,11.83,7.99,6.13,9.78,56205,11.52,11.33,1662,48.98,51.02,2.35,301400,16.18,17.15,759,41.67,28.5,22.68,7.89,65.01,,,,,,,36.29,10.27,17.27,35.27,,,
25025170300,1990,6375,2329,32.47,14.6,20.06,24.97,14.17,4.95,5.99,5.56,3.78,3.64,3.64,2.82,2.69,2.52,8.17,9.73,15.89,11.51,7.08,12.03,69023,8.52,6.38,2437,68.96,31.04,4.43,296231,0.83,4.98,1162,53.25,35.099998,25.22,7.78,67.99,,,,,,,32.68,9.96,16.74,65.01,,,
25025170400,1990,4580,1995,27.25,13.62,14.13,17.13,8.99,5.01,8.75,7.69,3.59,2.69,4.04,5.82,4.91,3.13,13.26,9.46,15.54,8.35,5.36,2.38,54311,9.13,6.22,2107,43.46,56.54,5.32,266287,12.32,13.03,1071,51.87,30.6,15.65,12.85,61.67,,,,,,,45.31,7.71,12.94,53.99,,,
25025170500,1990,5243,2430,21.4,9.09,22.21,31.77,18.58,5.79,5.34,5.01,3.62,4.23,5.59,3.53,2.42,3.7,11.51,12.41,13.6,8.87,6.08,8.3,59318,8.39,8.96,2784,45.72,54.28,12.72,261297,2.21,4.65,1399,51.95,31.5,14.8,10.61,50.71,,,,,,,57.49,6.79,11.37,73.23,,,
25025170600,1990,4484,1822,32.2,13.43,21.03,25.49,13.93,6.57,6.63,6.41,5.25,3.81,3.82,4.09,2.77,3.98,9.67,10.72,12.43,9.01,5.64,9.12,57587,10.35,10.83,1944,56.48,43.52,6.28,285894,6.94,10.21,1041,47.54,30.1,20.07,12.61,65.44,,,,,,,37.05,10.97,18.54,52.21,,,
25025170700,1990,7418,3050,33.42,9.62,18.17,14.75,8.52,11.75,9.77,9.12,5.44,2.93,3.94,4.76,4.3,3.45,6.44,11.85,12.57,5.57,2.57,5.54,42052,23.39,17.49,3301,26.56,73.44,7.6,265931,11.21,12.23,1078,53.04,32.599998,21.12,2.64,55.66,,,,,,,49.86,8.04,13.53,54.51,,,
25025170800,1990,4259,1805,28.65,12.35,14.54,19.57,13.92,4.98,5.97,5.53,3.7,3.87,4.15,3.81,5.64,4.86,10.55,12.98,13.87,9.83,5.08,5.14,57708,9.42,8.45,1950,43.43,56.57,7.44,252741,8.97,10.75,1082,49.41,30.5,23.06,10.27,64.19,,,,,,,42.49,8.78,14.69,55.52,,,
25025180100,1990,4870,2305,22.51,15.1,24.37,33.03,23.79,5.53,8.87,7.72,3.6,3.33,2.81,3.6,3.12,2.63,5.8,9.96,14.49,11.33,6.23,10.93,65205,8.92,6.01,2506,39.09,60.91,8.02,349881,15.9,13.96,1226,33.09,24.299999,11.17,7.26,56.95,,,,,,,48.77,3.45,5.83,58.63,,,
25025180200,1990,3955,1598,32.54,9.03,25.1,24.48,14.97,4.9,5.1,4.84,3.57,3,3.25,3.69,2.87,3.69,8.93,12.56,14.4,11.22,8.41,9.69,67659,5.7,4.91,1649,53.75,46.25,3.09,309243,6.63,8.39,1146,28.82,24.4,18.8,5.8,69.94,,,,,,,36.42,7.17,12.18,63.6,,,
25025180300,1990,3387,1182,34.23,14.45,27.77,32.87,24.11,4.19,2.83,2.4,0.51,0.68,3.08,3.94,3,2.48,8.56,14.04,16.01,11.22,7.53,19.52,81135,2.82,2.48,1167,68.76,31.24,2.91,354515,1.41,5.37,1257,21.75,21.9,22.43,7.02,76.5,,,,,,,18.89,9.89,16.67,64.41,,,
25025180400,1990,1835,746,28.56,11.92,26.56,32.6,26.66,2.23,2.1,2.89,3.94,0.66,1.97,1.97,3.15,6.56,9.05,12.86,20.08,9.97,9.97,12.86,78230,1.86,5.38,864,55.97,44.03,7.99,350059,0,2.86,1372,40.29,24.9,15.27,10.31,64.76,,,,,,,44.15,6.57,11.14,79.43,,,
25025180500,1990,4080,1775,28.53,10.24,28.24,28.96,21.44,2.97,3.43,3.82,4.28,3.77,3.94,1.77,3.2,3.02,10.73,16.78,15.41,9.76,7.08,10.27,67614,5.84,2.28,1927,48.23,51.77,7.89,286963,1.96,4.79,1191,39.06,27.5,16.25,10.21,60.82,,,,,,,47.83,7.73,12.95,72.03,,,
25017300100,2000,2845,978,33.11,1.97,6.32,33.81579,41.09,2.24,1.33,2.04,2.76,2.65,2.14,4.39,3.67,3.67,9.29,7.35,21.63,16.02,10.51,101,85296,3.72,0.82,1011,91.92,8.08,3.26,199542,0,21.82,825,19.67,23.5,25.25,6.38,75.74,21.82,23.64,20,9.09,3.64,0,4.71,,,,,,
25017301101,2000,3869,1381,35.56,4.32,9.88,39.7543,55.05,3.61,2.02,2.75,2.46,1.95,1.16,2.17,3.61,4.48,7.73,10.26,20.66,13.73,9.54,192,83293,3.48,3.61,1419,78.86,21.14,2.68,213476,9.81,18.49,841,22.61,20.1,27.5,4.38,65.64,15.85,26.42,15.09,7.55,6.79,0,13.61,,,,,,
25017301102,2000,5329,1729,39.76,5.31,10.93,38.5214,44.05,2.05,1.29,2.34,1.58,2.52,4.1,3.98,3.22,2.58,2.99,10.83,22.95,15.22,10.54,239,88044,3.8,1.41,1765,88.78,11.22,2.04,216317,0,8.75,866,20.74,19.799999,33.56,2.34,75.98,9.38,30,30.63,13.12,7.5,0.62,6.37,,,,,,
25017302100,2000,6303,2029,25.61,5.06,12.32,35.80028,32.75,4.21,2.08,1.98,2.38,3.12,3.97,4.66,3.92,3.47,7.34,11.06,16.56,13.14,9.67,249,76514,1.92,0.79,2116,71.76,28.24,4.11,203871,10.05,19.56,828,21.34,21.4,28.34,2.5,58.91,16.82,17.37,15.9,9.14,8.78,2.19,20.01,,,,,,
25017302200,2000,70,38,18.46,0,0,0,37.74,38.64,20.45,18.18,15.91,9.09,0,0,0,0,0,0,0,0,0,0,3494,0,31.82,40,2.63,97.37,5,304386,0,46.88,656,100,50.099998,0,0,15.38,50,3.12,0,0,0,0,76.19,,,,,,
25017310100,2000,3881,1930,24.68,8.01,12.38,27.21854,26.35,22.44,11.06,9.66,5.97,5.82,6.65,5.45,4.16,3.27,4.57,5.66,7.74,2.7,1.71,60,25824,34.53,8.99,2025,7.62,92.38,4.69,140965,19.94,23.75,702,47,29.6,100,0,34.28,17.48,12.32,12.04,7.45,6.78,0.28,67.52,,,,,,
25017310200,2000,6070,2194,31.1,3.17,13.03,34.99837,33.77,6.49,3.22,2.95,2.99,3.36,3.72,4.54,3.76,3.9,11.25,15.92,18.41,8.48,5.58,119,63403,7.97,2.68,2288,55.42,44.58,4.11,166263,2.21,14.11,943,36.93,24.4,21.74,5.47,52.3,14.11,27.58,25.58,12,4.42,0,34.77,,,,,,
25017310300,2000,6157,2329,33.56,4.03,10.18,24.94874,21.63,9.34,4.69,4.52,2.9,3.03,3.67,5.2,5.29,5.25,10.03,16.04,14.8,7.04,4.1,96,56479,14.23,5.16,2414,44.05,55.95,3.52,149217,7.79,16.74,897,30.31,21.5,25.5,9.45,49.54,14.74,25.62,21.91,9.65,3.55,0,39.29,,,,,,
25017310400,2000,3581,1157,37.75,3.67,9.86,22.03024,7.09,10.81,5.28,4.41,5.36,7.01,8.74,8.65,4.58,2.68,7.7,10.47,11.94,6.57,3.63,25,39790,24.12,8.74,1209,36.91,63.09,4.3,129060,5.8,15.56,885,38.6,27,48.18,4.85,46.58,14.29,31.26,24.89,7.64,0.57,0,47.96,,,,,,
25017310500,2000,3353,1172,26.3,3.73,10.42,24.08027,26.59,8.61,4.31,3.89,3.72,3.38,2.96,5.24,5.15,5.15,9.88,11.57,16.05,10.3,6.59,37,57281,6.58,4.22,1223,44.03,55.97,4.17,170456,2.85,12.68,963,34.5,24.799999,33.23,9.91,46.33,12.36,26.62,29.64,13.47,2.38,0,38.48,,,,,,
25017310601,2000,5392,1916,28.76,4.89,8.18,32.03883,33.03,6.24,3.07,2.76,4.58,3.95,2.24,4.47,3.74,3.69,9.52,7.49,16.22,11.91,8.11,230,70941,2.18,2.13,1942,57.36,42.64,1.34,201166,6.58,17.49,848,22.2,22.200001,27.89,10.88,48.87,16.13,30.89,21.71,5.71,1.36,0.12,30.06,,,,,,
25017310602,2000,5610,2212,29.09,6.11,6.68,30.83893,36.24,3.82,2.16,3.05,3.64,3.68,3.46,7.46,6.33,5.39,8.22,11.9,18.42,9.03,5.48,177,63114,2.61,1.53,2284,56.42,43.58,3.15,181685,3.68,15.28,901,33.4,21.6,26.4,1.98,58.27,14.84,31.31,21.89,8.45,4.12,0.33,27.3,,,,,,
25017310700,2000,4575,1518,27.68,4.16,8.96,29.77473,25.2,8.07,4.89,8.33,6.35,5.69,5.22,4.76,5.29,5.62,10.38,9.13,12.63,4.43,2.98,94,45445,14.97,3.24,1593,29.78,70.22,4.71,163963,11.87,20.91,804,37.72,24.5,6.43,27.86,38.19,17.61,17.32,15.66,9.44,6.61,0.58,48.14,,,,,,
25017310800,2000,2457,345,18.68,1.82,11.27,21.2305,14.41,13.22,7.47,10.34,6.61,5.17,3.74,4.02,3.74,4.6,14.37,5.75,8.05,7.18,4.89,3,40661,34.42,17.82,361,9.57,90.43,4.43,160716,14.86,26.63,722,41.79,24.4,25,0,33.56,22.6,21.98,10.84,0.93,0,2.17,58.02,,,,,,
